Objects,Service_Level,CurrNumberWaitingCalls,Total_Calls_Answered,Total_Abandoned
APAC_SSP_Transaction_HSL_Voice,"[[1587111654000, 100]]","[[1587111654000, 0]]","[[1587111654000, 8]]","[[1587111654000, 1]]"
